Date,Language,Conversions
20/12/2019,Language 8,0
20/12/2019,Language 8,0
20/12/2019,Language 9,2
20/12/2019,Language 9,0
20/12/2019,Language 9,0
20/12/2019,Language 9,0
20/12/2019,Language 9,0
20/12/2019,Language 9,0
20/12/2019,Language 9,0
20/12/2019,Language 9,0
20/12/2019,Language 9,0
20/12/2019,Language 9,0
20/12/2019,Language 9,0
20/12/2019,Language 9,0
20/12/2019,Language 10,1
20/12/2019,Language 10,1
20/12/2019,Language 10,"1,5"
20/12/2019,Language 10,0
20/12/2019,Language 10,0
20/12/2019,Language 10,0
20/12/2019,Language 10,0
20/12/2019,Language 10,0
20/12/2019,Language 10,0
20/12/2019,Language 10,0
20/12/2019,Language 10,0
20/12/2019,Language 10,0
20/12/2019,Language 11,0
20/12/2019,Language 11,0
20/12/2019,Language 11,0
20/12/2019,Language 11,0
20/12/2019,Language 11,0
20/12/2019,Language 11,0
20/12/2019,Language 11,0
20/12/2019,Language 12,0
20/12/2019,Language 12,1
20/12/2019,Language 12,0
20/12/2019,Language 12,0
20/12/2019,Language 12,0
20/12/2019,Language 12,0
20/12/2019,Language 12,0
20/12/2019,Language 13,0
20/12/2019,Language 13,0
20/12/2019,Language 13,0
20/12/2019,Language 13,0
20/12/2019,Language 14,0
20/12/2019,Language 14,0
20/12/2019,Language 14,0
20/12/2019,Language 14,0
20/12/2019,Language 14,0
20/12/2019,Language 14,0
20/12/2019,Language 14,0
20/12/2019,Language 14,0
20/12/2019,Language 15,0
20/12/2019,Language 15,0
20/12/2019,Language 15,0
20/12/2019,Language 15,0
20/12/2019,Language 15,0
20/12/2019,Language 15,0
20/12/2019,Language 15,0
20/12/2019,Language 15,0
20/12/2019,Language 16,0
20/12/2019,Language 16,0
20/12/2019,Language 16,0
20/12/2019,Language 16,0
20/12/2019,Language 16,0
20/12/2019,Language 16,0
20/12/2019,Language 16,0
20/12/2019,Language 16,0
20/12/2019,Language 16,0
20/12/2019,Language 16,0
20/12/2019,Language 16,0
20/12/2019,Language 16,0
20/12/2019,Language 16,0
20/12/2019,Language 16,0
21/12/2019,Language 1,0
21/12/2019,Language 1,0
21/12/2019,Language 2,0
21/12/2019,Language 2,1
21/12/2019,Language 3,"8,69"
21/12/2019,Language 3,"21,17"
21/12/2019,Language 3,0
21/12/2019,Language 4,0
21/12/2019,Language 4,0
21/12/2019,Language 5,0
21/12/2019,Language 4,"1,5"
21/12/2019,Language 4,"0,33"
21/12/2019,Language 4,2
21/12/2019,Language 4,0
21/12/2019,Language 5,0
21/12/2019,Language 5,0
21/12/2019,Language 5,0
21/12/2019,Language 5,0
21/12/2019,Language 5,0
21/12/2019,Language 5,0
21/12/2019,Language 5,0
21/12/2019,Language 5,0
21/12/2019,Language 5,0
21/12/2019,Language 5,0
21/12/2019,Language 5,0
21/12/2019,Language 6,0
21/12/2019,Language 6,1
21/12/2019,Language 6,0
21/12/2019,Language 6,0
21/12/2019,Language 6,0
21/12/2019,Language 6,0
21/12/2019,Language 6,0
21/12/2019,Language 6,0
21/12/2019,Language 6,0
21/12/2019,Language 7,0
21/12/2019,Language 7,0
21/12/2019,Language 7,0
21/12/2019,Language 7,3
21/12/2019,Language 7,0
21/12/2019,Language 7,4
21/12/2019,Language 7,"25,26"
21/12/2019,Language 7,0
21/12/2019,Language 7,"45,67"
21/12/2019,Language 7,"2,5"
21/12/2019,Language 7,2
21/12/2019,Language 7,0
21/12/2019,Language 7,0
21/12/2019,Language 7,"0,67"
21/12/2019,Language 7,"4,2"
21/12/2019,Language 7,"5,5"
21/12/2019,Language 7,"4,5"
21/12/2019,Language 7,0
21/12/2019,Language 7,0
21/12/2019,Language 7,5
21/12/2019,Language 7,"2,5"
21/12/2019,Language 7,0
21/12/2019,Language 7,0
21/12/2019,Language 7,"3,33"
21/12/2019,Language 7,"6,5"
21/12/2019,Language 7,1
21/12/2019,Language 7,0
21/12/2019,Language 7,0
21/12/2019,Language 7,0
21/12/2019,Language 7,0
21/12/2019,Language 7,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 8,0
21/12/2019,Language 9,2
21/12/2019,Language 9,0
21/12/2019,Language 9,0
21/12/2019,Language 9,0
21/12/2019,Language 9,0
21/12/2019,Language 9,0
21/12/2019,Language 9,0
21/12/2019,Language 9,0
21/12/2019,Language 9,0
21/12/2019,Language 9,0
21/12/2019,Language 9,0
21/12/2019,Language 9,0
21/12/2019,Language 10,0
21/12/2019,Language 10,0
21/12/2019,Language 10,0
21/12/2019,Language 10,0
21/12/2019,Language 10,0
21/12/2019,Language 10,0
21/12/2019,Language 10,0
21/12/2019,Language 10,0
21/12/2019,Language 10,0
21/12/2019,Language 10,0
21/12/2019,Language 10,0
21/12/2019,Language 10,0
21/12/2019,Language 11,0
21/12/2019,Language 11,0
21/12/2019,Language 11,0
21/12/2019,Language 11,0
21/12/2019,Language 11,0
21/12/2019,Language 11,0
21/12/2019,Language 11,0
21/12/2019,Language 12,0
21/12/2019,Language 12,0
21/12/2019,Language 12,0
21/12/2019,Language 12,0
21/12/2019,Language 12,0
21/12/2019,Language 12,0
21/12/2019,Language 12,0
21/12/2019,Language 13,0
21/12/2019,Language 13,0
21/12/2019,Language 13,0
21/12/2019,Language 13,0
21/12/2019,Language 14,0
21/12/2019,Language 14,0
21/12/2019,Language 14,0
21/12/2019,Language 14,0
21/12/2019,Language 14,0
21/12/2019,Language 14,0
21/12/2019,Language 14,0
21/12/2019,Language 14,0
21/12/2019,Language 15,1
21/12/2019,Language 15,0
21/12/2019,Language 15,0
21/12/2019,Language 15,0
21/12/2019,Language 15,0
21/12/2019,Language 15,0
21/12/2019,Language 15,0
21/12/2019,Language 15,0
21/12/2019,Language 16,0
21/12/2019,Language 16,0
21/12/2019,Language 16,0
21/12/2019,Language 16,0
21/12/2019,Language 16,0
21/12/2019,Language 16,0
21/12/2019,Language 16,0
21/12/2019,Language 16,0
21/12/2019,Language 16,0
21/12/2019,Language 16,0
21/12/2019,Language 16,0
21/12/2019,Language 16,0
21/12/2019,Language 16,0
21/12/2019,Language 16,0
22/12/2019,Language 1,0
22/12/2019,Language 1,0
22/12/2019,Language 2,0
22/12/2019,Language 2,0
22/12/2019,Language 3,"7,13"
22/12/2019,Language 3,"15,56"
22/12/2019,Language 3,0
22/12/2019,Language 4,0
22/12/2019,Language 4,0
22/12/2019,Language 5,3
22/12/2019,Language 4,"0,5"
22/12/2019,Language 4,0
22/12/2019,Language 4,1
22/12/2019,Language 4,0
22/12/2019,Language 5,0
22/12/2019,Language 5,0
22/12/2019,Language 5,0
22/12/2019,Language 5,0
22/12/2019,Language 5,0
22/12/2019,Language 5,0
22/12/2019,Language 5,0
22/12/2019,Language 5,0
22/12/2019,Language 5,0
22/12/2019,Language 5,0
22/12/2019,Language 5,0
22/12/2019,Language 6,0
22/12/2019,Language 6,0
22/12/2019,Language 6,1
22/12/2019,Language 6,0
22/12/2019,Language 6,0
22/12/2019,Language 6,0
22/12/2019,Language 6,0
22/12/2019,Language 6,0
22/12/2019,Language 6,0
22/12/2019,Language 7,0
22/12/2019,Language 7,0
22/12/2019,Language 7,0
22/12/2019,Language 7,4
22/12/2019,Language 7,0
22/12/2019,Language 7,2
22/12/2019,Language 7,"21,8"
22/12/2019,Language 7,0
22/12/2019,Language 7,"46,17"
22/12/2019,Language 7,"1,87"
22/12/2019,Language 7,1
22/12/2019,Language 7,0
22/12/2019,Language 7,0
22/12/2019,Language 7,1
22/12/2019,Language 7,1
22/12/2019,Language 7,3
22/12/2019,Language 7,"13,73"
22/12/2019,Language 7,0
22/12/2019,Language 7,0
22/12/2019,Language 7,0
22/12/2019,Language 7,"3,46"
22/12/2019,Language 7,0
22/12/2019,Language 7,"0,5"
22/12/2019,Language 7,1
22/12/2019,Language 7,"1,67"
22/12/2019,Language 7,1
22/12/2019,Language 7,0
22/12/2019,Language 7,0
22/12/2019,Language 7,0
22/12/2019,Language 7,0
22/12/2019,Language 7,0
22/12/2019,Language 8,2
22/12/2019,Language 8,0
22/12/2019,Language 8,0
22/12/2019,Language 8,0
22/12/2019,Language 8,0
22/12/2019,Language 8,0
22/12/2019,Language 8,0
22/12/2019,Language 8,0
22/12/2019,Language 8,0
22/12/2019,Language 8,0
22/12/2019,Language 8,0
22/12/2019,Language 8,1
22/12/2019,Language 8,0
22/12/2019,Language 8,0
22/12/2019,Language 8,0
22/12/2019,Language 8,0
22/12/2019,Language 8,0
22/12/2019,Language 9,1
22/12/2019,Language 9,0
22/12/2019,Language 9,0
22/12/2019,Language 9,0
22/12/2019,Language 9,0
22/12/2019,Language 9,0
22/12/2019,Language 9,0
22/12/2019,Language 9,0
22/12/2019,Language 9,0
22/12/2019,Language 9,0
22/12/2019,Language 9,0
22/12/2019,Language 9,0
22/12/2019,Language 10,0
22/12/2019,Language 10,0
22/12/2019,Language 10,"0,5"
22/12/2019,Language 10,0
22/12/2019,Language 10,0
22/12/2019,Language 10,0
22/12/2019,Language 10,0
22/12/2019,Language 10,0
22/12/2019,Language 10,0
22/12/2019,Language 10,0
22/12/2019,Language 10,0
22/12/2019,Language 10,0
22/12/2019,Language 11,"0,5"
22/12/2019,Language 11,0
22/12/2019,Language 11,0
22/12/2019,Language 11,0
22/12/2019,Language 11,0
22/12/2019,Language 11,0
22/12/2019,Language 11,0
22/12/2019,Language 12,0
22/12/2019,Language 12,0
22/12/2019,Language 12,0
22/12/2019,Language 12,0
22/12/2019,Language 12,0
22/12/2019,Language 12,0
22/12/2019,Language 12,0
22/12/2019,Language 13,0
22/12/2019,Language 13,0
22/12/2019,Language 13,0
22/12/2019,Language 13,0
22/12/2019,Language 14,0
22/12/2019,Language 14,0
22/12/2019,Language 14,0
22/12/2019,Language 14,0
22/12/2019,Language 14,0
22/12/2019,Language 14,0
22/12/2019,Language 14,0
22/12/2019,Language 14,0
22/12/2019,Language 15,0
22/12/2019,Language 15,0
22/12/2019,Language 15,0
22/12/2019,Language 15,0
22/12/2019,Language 15,0
22/12/2019,Language 15,0
22/12/2019,Language 15,0
22/12/2019,Language 15,0
22/12/2019,Language 16,0
22/12/2019,Language 16,0
22/12/2019,Language 16,0
22/12/2019,Language 16,0
22/12/2019,Language 16,0
22/12/2019,Language 16,0
22/12/2019,Language 16,0
22/12/2019,Language 16,0
22/12/2019,Language 16,0
22/12/2019,Language 16,0
22/12/2019,Language 16,0
22/12/2019,Language 16,0
22/12/2019,Language 16,0
22/12/2019,Language 16,0
23/12/2019,Language 1,0
23/12/2019,Language 1,0
23/12/2019,Language 2,"0,2"
23/12/2019,Language 2,0
23/12/2019,Language 3,"11,54"
23/12/2019,Language 3,"19,78"
23/12/2019,Language 3,0
23/12/2019,Language 4,"0,33"
23/12/2019,Language 4,0
23/12/2019,Language 5,0
23/12/2019,Language 4,1
23/12/2019,Language 4,"2,5"
23/12/2019,Language 4,"6,75"
23/12/2019,Language 4,0
23/12/2019,Language 5,0
23/12/2019,Language 5,0
23/12/2019,Language 5,0
23/12/2019,Language 5,0
23/12/2019,Language 5,0
23/12/2019,Language 5,0
23/12/2019,Language 5,0
23/12/2019,Language 5,0
23/12/2019,Language 5,0
23/12/2019,Language 5,0
23/12/2019,Language 5,0
23/12/2019,Language 6,0
23/12/2019,Language 6,0
23/12/2019,Language 6,1
23/12/2019,Language 6,0
23/12/2019,Language 6,0
23/12/2019,Language 6,0
23/12/2019,Language 6,0
23/12/2019,Language 6,0
23/12/2019,Language 6,0
23/12/2019,Language 7,0
23/12/2019,Language 7,0
23/12/2019,Language 7,0
23/12/2019,Language 7,2
23/12/2019,Language 7,0
23/12/2019,Language 7,2
23/12/2019,Language 7,"56,38"
23/12/2019,Language 7,0
23/12/2019,Language 7,"63,77"
23/12/2019,Language 7,"7,03"
23/12/2019,Language 7,1
23/12/2019,Language 7,0
23/12/2019,Language 7,0
23/12/2019,Language 7,1
23/12/2019,Language 7,"2,67"
23/12/2019,Language 7,6
23/12/2019,Language 7,"6,38"
23/12/2019,Language 7,0
23/12/2019,Language 7,0
23/12/2019,Language 7,7
23/12/2019,Language 7,2
23/12/2019,Language 7,0
23/12/2019,Language 7,0
23/12/2019,Language 7,"1,46"
23/12/2019,Language 7,5
23/12/2019,Language 7,1
23/12/2019,Language 7,0
23/12/2019,Language 7,0
23/12/2019,Language 7,0
23/12/2019,Language 7,0
23/12/2019,Language 7,0
23/12/2019,Language 8,"0,13"
23/12/2019,Language 8,0
23/12/2019,Language 8,0
23/12/2019,Language 8,0
23/12/2019,Language 8,0
23/12/2019,Language 8,0
23/12/2019,Language 8,0
23/12/2019,Language 8,0
23/12/2019,Language 8,0
23/12/2019,Language 8,0
23/12/2019,Language 8,0
23/12/2019,Language 8,2
23/12/2019,Language 8,0
23/12/2019,Language 8,0
23/12/2019,Language 8,0
23/12/2019,Language 8,0
23/12/2019,Language 8,0
23/12/2019,Language 9,0
23/12/2019,Language 9,0
23/12/2019,Language 9,0
23/12/2019,Language 9,2
23/12/2019,Language 9,0
23/12/2019,Language 9,0
23/12/2019,Language 9,0
23/12/2019,Language 9,0
23/12/2019,Language 9,0
23/12/2019,Language 9,0
23/12/2019,Language 9,0
23/12/2019,Language 9,0
23/12/2019,Language 10,0
23/12/2019,Language 10,0
23/12/2019,Language 10,0
23/12/2019,Language 10,0
23/12/2019,Language 10,0
23/12/2019,Language 10,0
23/12/2019,Language 10,0
23/12/2019,Language 10,"1,5"
23/12/2019,Language 10,0
23/12/2019,Language 10,0
23/12/2019,Language 10,0
23/12/2019,Language 10,0
23/12/2019,Language 11,0
23/12/2019,Language 11,0
23/12/2019,Language 11,0
23/12/2019,Language 11,0
23/12/2019,Language 11,0
23/12/2019,Language 11,0
23/12/2019,Language 11,0
23/12/2019,Language 12,0
23/12/2019,Language 12,0
23/12/2019,Language 12,0
23/12/2019,Language 12,0
23/12/2019,Language 12,0
23/12/2019,Language 12,0
23/12/2019,Language 12,0
23/12/2019,Language 13,0
23/12/2019,Language 13,0
23/12/2019,Language 13,0
23/12/2019,Language 13,0
23/12/2019,Language 14,0
23/12/2019,Language 14,0
23/12/2019,Language 14,0
23/12/2019,Language 14,0
23/12/2019,Language 14,0
23/12/2019,Language 14,0
23/12/2019,Language 14,0
23/12/2019,Language 14,0
23/12/2019,Language 15,0
23/12/2019,Language 15,0
23/12/2019,Language 15,0
23/12/2019,Language 15,0
23/12/2019,Language 15,0
23/12/2019,Language 15,0
23/12/2019,Language 15,0
23/12/2019,Language 15,0
23/12/2019,Language 16,0
23/12/2019,Language 16,0
23/12/2019,Language 16,0
23/12/2019,Language 16,0
23/12/2019,Language 16,0
23/12/2019,Language 16,0
23/12/2019,Language 16,0
23/12/2019,Language 16,0
23/12/2019,Language 16,0
23/12/2019,Language 16,0
23/12/2019,Language 16,0
23/12/2019,Language 16,0
23/12/2019,Language 16,0
23/12/2019,Language 16,0
24/12/2019,Language 1,0
24/12/2019,Language 1,0
24/12/2019,Language 2,0
24/12/2019,Language 2,0
24/12/2019,Language 3,"9,21"
24/12/2019,Language 3,"19,79"
24/12/2019,Language 3,0
24/12/2019,Language 4,0
24/12/2019,Language 4,0
24/12/2019,Language 5,1
24/12/2019,Language 4,1
24/12/2019,Language 4,4
24/12/2019,Language 4,10
24/12/2019,Language 4,0
24/12/2019,Language 5,0
24/12/2019,Language 5,0
24/12/2019,Language 5,0
24/12/2019,Language 5,0
24/12/2019,Language 5,0
24/12/2019,Language 5,0
24/12/2019,Language 5,0
24/12/2019,Language 5,0
24/12/2019,Language 5,0
24/12/2019,Language 5,0
24/12/2019,Language 5,0
24/12/2019,Language 6,0
24/12/2019,Language 6,0
24/12/2019,Language 6,0
24/12/2019,Language 6,0
24/12/2019,Language 6,0
24/12/2019,Language 6,0
24/12/2019,Language 6,0
24/12/2019,Language 6,0
24/12/2019,Language 6,0
24/12/2019,Language 7,0
24/12/2019,Language 7,0
24/12/2019,Language 7,0
24/12/2019,Language 7,5
24/12/2019,Language 7,0
24/12/2019,Language 7,2
24/12/2019,Language 7,"37,3"
24/12/2019,Language 7,0
24/12/2019,Language 7,"37,33"
24/12/2019,Language 7,"2,67"
24/12/2019,Language 7,4
24/12/2019,Language 7,0
24/12/2019,Language 7,"1,33"
24/12/2019,Language 7,4
24/12/2019,Language 7,"1,75"
24/12/2019,Language 7,8
24/12/2019,Language 7,1
24/12/2019,Language 7,0
24/12/2019,Language 7,0
24/12/2019,Language 7,"1,5"
24/12/2019,Language 7,"3,88"
24/12/2019,Language 7,0
24/12/2019,Language 7,0
24/12/2019,Language 7,"6,5"
24/12/2019,Language 7,7
24/12/2019,Language 7,2
24/12/2019,Language 7,0
24/12/2019,Language 7,0
24/12/2019,Language 7,0
24/12/2019,Language 7,0
24/12/2019,Language 7,0
24/12/2019,Language 8,"0,03"
24/12/2019,Language 8,0
24/12/2019,Language 8,0
24/12/2019,Language 8,0
24/12/2019,Language 8,0
24/12/2019,Language 8,0
24/12/2019,Language 8,0
24/12/2019,Language 8,0
24/12/2019,Language 8,0
24/12/2019,Language 8,0
24/12/2019,Language 8,0
24/12/2019,Language 8,0
24/12/2019,Language 8,0
24/12/2019,Language 8,0
24/12/2019,Language 8,0
24/12/2019,Language 8,0
24/12/2019,Language 8,0
24/12/2019,Language 9,0
24/12/2019,Language 9,0
24/12/2019,Language 9,0
24/12/2019,Language 9,1
24/12/2019,Language 9,0
24/12/2019,Language 9,0
24/12/2019,Language 9,0
24/12/2019,Language 9,0
24/12/2019,Language 9,0
24/12/2019,Language 9,0
24/12/2019,Language 9,0
24/12/2019,Language 9,0
24/12/2019,Language 10,0
24/12/2019,Language 10,0
24/12/2019,Language 10,0
24/12/2019,Language 10,0
24/12/2019,Language 10,0
24/12/2019,Language 10,0
24/12/2019,Language 10,0
24/12/2019,Language 10,0
24/12/2019,Language 10,0
24/12/2019,Language 10,0
24/12/2019,Language 10,0
24/12/2019,Language 10,0
24/12/2019,Language 11,0
24/12/2019,Language 11,0
24/12/2019,Language 11,0
24/12/2019,Language 11,0
24/12/2019,Language 11,0
24/12/2019,Language 11,0
24/12/2019,Language 11,0
24/12/2019,Language 12,0
24/12/2019,Language 12,0
24/12/2019,Language 12,0
24/12/2019,Language 12,0
24/12/2019,Language 12,0
24/12/2019,Language 12,0
24/12/2019,Language 12,0
24/12/2019,Language 13,0
24/12/2019,Language 13,0
24/12/2019,Language 13,0
24/12/2019,Language 13,0
24/12/2019,Language 14,0
24/12/2019,Language 14,0
24/12/2019,Language 14,0
24/12/2019,Language 14,0
24/12/2019,Language 14,0
24/12/2019,Language 14,0
24/12/2019,Language 14,0
24/12/2019,Language 14,0
24/12/2019,Language 15,0
24/12/2019,Language 15,0
24/12/2019,Language 15,0
24/12/2019,Language 15,0
24/12/2019,Language 15,0
24/12/2019,Language 15,0
24/12/2019,Language 15,0
24/12/2019,Language 15,0
24/12/2019,Language 16,0
24/12/2019,Language 16,0
24/12/2019,Language 16,0
24/12/2019,Language 16,0
24/12/2019,Language 16,0
24/12/2019,Language 16,0
24/12/2019,Language 16,0
24/12/2019,Language 16,0
24/12/2019,Language 16,0
24/12/2019,Language 16,0
24/12/2019,Language 16,0
24/12/2019,Language 16,0
24/12/2019,Language 16,0
24/12/2019,Language 16,0
25/12/2019,Language 1,0
25/12/2019,Language 1,0
25/12/2019,Language 2,0
25/12/2019,Language 2,0
25/12/2019,Language 3,4
25/12/2019,Language 3,"20,48"
25/12/2019,Language 3,0
25/12/2019,Language 4,0
25/12/2019,Language 4,0
25/12/2019,Language 5,"0,5"
25/12/2019,Language 4,2
25/12/2019,Language 4,0
25/12/2019,Language 4,"1,25"
25/12/2019,Language 4,0
25/12/2019,Language 5,0
25/12/2019,Language 5,0
25/12/2019,Language 5,0
25/12/2019,Language 5,0
25/12/2019,Language 5,0
25/12/2019,Language 5,0
25/12/2019,Language 5,0
25/12/2019,Language 5,0
25/12/2019,Language 5,0
25/12/2019,Language 5,0
25/12/2019,Language 5,0
25/12/2019,Language 6,0
25/12/2019,Language 6,0
25/12/2019,Language 6,0
25/12/2019,Language 6,0
25/12/2019,Language 6,0
25/12/2019,Language 6,0
25/12/2019,Language 6,0
25/12/2019,Language 6,0
25/12/2019,Language 6,0
25/12/2019,Language 7,0
25/12/2019,Language 7,0
25/12/2019,Language 7,0
25/12/2019,Language 7,10
25/12/2019,Language 7,0
25/12/2019,Language 7,2
25/12/2019,Language 7,"18,33"
25/12/2019,Language 7,0
25/12/2019,Language 7,"51,04"
25/12/2019,Language 7,"4,5"
25/12/2019,Language 7,1
25/12/2019,Language 7,0
25/12/2019,Language 7,"2,33"
25/12/2019,Language 7,0
25/12/2019,Language 7,3
25/12/2019,Language 7,5
25/12/2019,Language 7,4
25/12/2019,Language 7,0
25/12/2019,Language 7,0
25/12/2019,Language 7,1
25/12/2019,Language 7,3
25/12/2019,Language 7,0
25/12/2019,Language 7,0
25/12/2019,Language 7,"1,5"
25/12/2019,Language 7,1
25/12/2019,Language 7,3
25/12/2019,Language 7,0
25/12/2019,Language 7,0
25/12/2019,Language 7,0
25/12/2019,Language 7,0
25/12/2019,Language 7,0
25/12/2019,Language 8,2
25/12/2019,Language 8,0
25/12/2019,Language 8,0
25/12/2019,Language 8,0
25/12/2019,Language 8,0
25/12/2019,Language 8,0
25/12/2019,Language 8,0
25/12/2019,Language 8,0
25/12/2019,Language 8,0
25/12/2019,Language 8,0
25/12/2019,Language 8,0
25/12/2019,Language 8,0
25/12/2019,Language 8,0
25/12/2019,Language 8,0
25/12/2019,Language 8,0
25/12/2019,Language 8,0
25/12/2019,Language 8,0
25/12/2019,Language 9,0
25/12/2019,Language 9,0
25/12/2019,Language 9,0
25/12/2019,Language 9,0
25/12/2019,Language 9,0
25/12/2019,Language 9,0
25/12/2019,Language 9,0
25/12/2019,Language 9,0
25/12/2019,Language 9,0
25/12/2019,Language 9,0
25/12/2019,Language 9,0
25/12/2019,Language 9,0
25/12/2019,Language 10,0
25/12/2019,Language 10,0
25/12/2019,Language 10,"1,5"
25/12/2019,Language 10,0
25/12/2019,Language 10,0
25/12/2019,Language 10,0
25/12/2019,Language 10,0
25/12/2019,Language 10,0
25/12/2019,Language 10,0
25/12/2019,Language 10,0
25/12/2019,Language 10,0
25/12/2019,Language 10,0
25/12/2019,Language 11,0
25/12/2019,Language 11,0
25/12/2019,Language 11,1
25/12/2019,Language 11,0
25/12/2019,Language 11,0
25/12/2019,Language 11,0
25/12/2019,Language 11,0
25/12/2019,Language 12,0
25/12/2019,Language 12,0
25/12/2019,Language 12,0
25/12/2019,Language 12,0
25/12/2019,Language 12,0
25/12/2019,Language 12,0
25/12/2019,Language 12,0
25/12/2019,Language 13,1
25/12/2019,Language 13,0
25/12/2019,Language 13,0
25/12/2019,Language 13,0
25/12/2019,Language 14,0
25/12/2019,Language 14,0
25/12/2019,Language 14,0
25/12/2019,Language 14,0
25/12/2019,Language 14,0
25/12/2019,Language 14,0
25/12/2019,Language 14,0
25/12/2019,Language 14,0
25/12/2019,Language 15,0
25/12/2019,Language 15,0
25/12/2019,Language 15,0
25/12/2019,Language 15,0
25/12/2019,Language 15,0
25/12/2019,Language 15,0
25/12/2019,Language 15,0
25/12/2019,Language 15,0
25/12/2019,Language 16,0
25/12/2019,Language 16,0
25/12/2019,Language 16,0
25/12/2019,Language 16,0
25/12/2019,Language 16,0
25/12/2019,Language 16,0
25/12/2019,Language 16,0
25/12/2019,Language 16,0
25/12/2019,Language 16,0
25/12/2019,Language 16,0
25/12/2019,Language 16,0
25/12/2019,Language 16,0
25/12/2019,Language 16,0
25/12/2019,Language 16,0
26/12/2019,Language 1,0
26/12/2019,Language 1,0
26/12/2019,Language 2,0
26/12/2019,Language 2,0
26/12/2019,Language 3,"9,8"
26/12/2019,Language 3,"15,4"
26/12/2019,Language 3,0
26/12/2019,Language 4,0
26/12/2019,Language 4,0
26/12/2019,Language 5,0
26/12/2019,Language 4,3
26/12/2019,Language 4,"4,33"
26/12/2019,Language 4,"0,5"
26/12/2019,Language 4,0
26/12/2019,Language 5,0
26/12/2019,Language 5,0
26/12/2019,Language 5,0
26/12/2019,Language 5,0
26/12/2019,Language 5,0
26/12/2019,Language 5,0
26/12/2019,Language 5,0
26/12/2019,Language 5,0
26/12/2019,Language 5,0
26/12/2019,Language 5,0
26/12/2019,Language 5,0
26/12/2019,Language 6,0
26/12/2019,Language 6,0
26/12/2019,Language 6,1
26/12/2019,Language 6,0
26/12/2019,Language 6,0
26/12/2019,Language 6,0
26/12/2019,Language 6,0
26/12/2019,Language 6,0
26/12/2019,Language 6,0
26/12/2019,Language 7,0
26/12/2019,Language 7,0
26/12/2019,Language 7,0
26/12/2019,Language 7,1
26/12/2019,Language 7,0
26/12/2019,Language 7,0
26/12/2019,Language 7,"37,35"
26/12/2019,Language 7,0
26/12/2019,Language 7,"47,83"
26/12/2019,Language 7,1
26/12/2019,Language 7,3
26/12/2019,Language 7,0
26/12/2019,Language 7,5
26/12/2019,Language 7,1
26/12/2019,Language 7,"3,75"
26/12/2019,Language 7,6
26/12/2019,Language 7,5
26/12/2019,Language 7,0
26/12/2019,Language 7,0
26/12/2019,Language 7,"5,33"
26/12/2019,Language 7,"0,33"
26/12/2019,Language 7,0
26/12/2019,Language 7,0
26/12/2019,Language 7,"2,25"
26/12/2019,Language 7,4
26/12/2019,Language 7,0
26/12/2019,Language 7,0
26/12/2019,Language 7,0
26/12/2019,Language 7,0
26/12/2019,Language 7,0
26/12/2019,Language 7,0
26/12/2019,Language 8,"0,03"
26/12/2019,Language 8,0
26/12/2019,Language 8,1
26/12/2019,Language 8,0
26/12/2019,Language 8,0
26/12/2019,Language 8,0
26/12/2019,Language 8,0
26/12/2019,Language 8,0
26/12/2019,Language 8,0
26/12/2019,Language 8,0
26/12/2019,Language 8,0
26/12/2019,Language 8,0
26/12/2019,Language 8,0
26/12/2019,Language 8,0
26/12/2019,Language 8,0
26/12/2019,Language 8,0
26/12/2019,Language 8,0
26/12/2019,Language 9,0
26/12/2019,Language 9,0
26/12/2019,Language 9,0
26/12/2019,Language 9,1
26/12/2019,Language 9,0
26/12/2019,Language 9,0
26/12/2019,Language 9,0
26/12/2019,Language 9,0
26/12/2019,Language 9,0
26/12/2019,Language 9,0
26/12/2019,Language 9,0
26/12/2019,Language 9,0
26/12/2019,Language 10,0
26/12/2019,Language 10,0
26/12/2019,Language 10,0
26/12/2019,Language 10,0
26/12/2019,Language 10,0
26/12/2019,Language 10,0
26/12/2019,Language 10,0
26/12/2019,Language 10,0
26/12/2019,Language 10,0
26/12/2019,Language 10,0
26/12/2019,Language 10,0
26/12/2019,Language 10,0
26/12/2019,Language 11,0
26/12/2019,Language 11,0
26/12/2019,Language 11,0
26/12/2019,Language 11,0
26/12/2019,Language 11,0
26/12/2019,Language 11,0
26/12/2019,Language 11,0
26/12/2019,Language 12,0
26/12/2019,Language 12,0
26/12/2019,Language 12,0
26/12/2019,Language 12,0
26/12/2019,Language 12,0
26/12/2019,Language 12,0
26/12/2019,Language 12,0
26/12/2019,Language 13,"0,33"
26/12/2019,Language 13,0
26/12/2019,Language 13,0
26/12/2019,Language 13,0
26/12/2019,Language 14,0
26/12/2019,Language 14,0
26/12/2019,Language 14,0
26/12/2019,Language 14,0
26/12/2019,Language 14,0
26/12/2019,Language 14,0
26/12/2019,Language 14,0
26/12/2019,Language 14,0
26/12/2019,Language 15,0
26/12/2019,Language 15,0
